TICKER,Month,VOL,RETC,RETN,sprtrn,SPREAD,OSC,CAPEI,bm,pe_op_basic,pe_exi,ps,pcf,dpr,npm,opmad,roa,roe,efftax,totdebt_invcap,capital_ratio,int_totdebt,cash_lt,invt_act,rect_act,debt_ebitda,short_debt,ocf_lct,cash_debt,fcf_ocf,de_ratio,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,ptb,PEG_trailing,divyield,b_mkt,alpha,ivol,tvol
DIS,201909,1634195,-0.050561,-0.003069,0.017181,0.05001,0.073588008,23.897,0.405,21.866,17.307,3.624,27.818,0.214,0.185,0.198,0.129,0.187,0.113,0.366,0.28,0.024,0.084,0.178,0.497,2.382,0.308,0.271,0.32,0.435,1.081,13.89,0.205,0.661,0.804,12.587,8.616,0.416,0.604,0.927,12.068,0,0.047,0,2.327,1.418,0.0135,1.0364,0.0027,0.0556,0.0717
DIS,201910,1702352,-0.003069,0.166718,0.020432,0.03,0.032712438,23.824,0.405,21.799,17.254,3.613,27.733,0.214,0.185,0.198,0.129,0.187,0.113,0.366,0.28,0.024,0.084,0.178,0.497,2.382,0.308,0.271,0.32,0.435,1.081,13.89,0.205,0.661,0.804,12.587,8.616,0.416,0.604,0.927,12.08033333,0,0.047,0,2.32,1.413,0.0135,1.0377,0.0027,0.0556,0.0716
DIS,201911,2919466,0.166718,-0.040045,0.034047,0.06,0.134384483,27.435,0.417,29.263,24.175,3.927,41.357,0.279,0.15,0.173,0.111,0.14,0.217,0.334,0.301,0.04,0.06,0.222,0.55,2.915,0.188,0.211,0.072,0.262,1.025,8.779,0.174,0.698,0.897,15.89,9.387,0.476,0.493,0.783,12.98888889,0,0.062,0,2.823,3.417,0.0116,1.0316,0.0027,0.0556,0.0714
MCD,200912,1532529,-0.012806,-0.00016,0.017771,0.01,0.048206278,22.286,0.233,16.176,16.134,3.017,11.532,0.509,0.193,0.283,0.264,0.306,0.3,0.453,0.443,0.044,0.133,0.03,0.257,1.427,0.023,2.099,0.392,0.652,1.201,13.314,0.755,1.235,1.272,2.662,120.408,0.773,0.948,1.702,29.457,0,0.03,0.183,4.704,0.363,0.0352,0.7463,0.0056,0.058,0.0666
MCD,201001,1583787,-0.00016,0.031555,-0.036974,0.01,0.037802339,22.282,0.233,16.174,16.132,3.016,11.53,0.509,0.193,0.283,0.264,0.306,0.3,0.453,0.443,0.044,0.133,0.03,0.257,1.427,0.023,2.099,0.392,0.652,1.201,13.314,0.755,1.235,1.272,2.662,120.408,0.773,0.948,1.702,29.457,0,0.03,0.183,4.703,0.363,0.0352,0.742,0.0056,0.0579,0.0665
MCD,201002,1506633,0.031555,0.044949,0.028514,0.01,0.036648395,20.6,0.228,15.844,15.535,3.02,11.946,0.491,0.2,0.288,0.263,0.307,0.298,0.43,0.429,0.047,0.111,0.031,0.31,1.371,0.002,1.924,0.355,0.661,1.154,13.524,0.601,1.108,1.143,1.162,117.52,0.775,0.925,1.621,53.192,0,0.029,0.174,4.486,0.529,0.0345,0.7409,0.0057,0.0579,0.0665
MCD,201003,1534641,0.044949,0.058004,0.058796,0.01,0.058752998,21.526,0.228,16.556,16.234,3.156,12.483,0.491,0.2,0.288,0.263,0.307,0.298,0.43,0.429,0.047,0.111,0.031,0.31,1.371,0.002,1.924,0.355,0.661,1.154,13.524,0.601,1.108,1.143,1.162,117.52,0.775,0.925,1.621,53.192,0,0.029,0.174,4.688,0.553,0.033,0.7401,0.0057,0.0579,0.0665
MCD,201004,1359858,0.058004,-0.044907,0.014759,0.01,0.055815271,22.762,0.228,17.516,17.175,3.337,13.199,0.491,0.2,0.288,0.263,0.307,0.298,0.43,0.429,0.047,0.111,0.031,0.31,1.371,0.002,1.924,0.355,0.661,1.154,13.524,0.601,1.108,1.143,1.162,117.52,0.775,0.925,1.621,53.192,0,0.029,0.174,4.957,0.585,0.0312,0.7392,0.0057,0.058,0.0665
MCD,201005,1854957,-0.044907,-0.014954,-0.081976,0.02,0.080903245,22.165,0.214,15.921,15.771,3.09,11.904,0.488,0.2,0.292,0.275,0.323,0.298,0.446,0.436,0.043,0.126,0.029,0.27,1.339,0.022,2.024,0.355,0.679,1.186,14.695,0.684,1.145,1.18,2.914,124.695,0.78,0.962,1.706,43.377,0,0.029,0.174,4.682,0.609,0.0329,0.7351,0.0056,0.0579,0.0664
MCD,201006,1492957,-0.014954,0.0586,-0.053882,0.01,0.068771823,21.834,0.214,15.683,15.535,3.044,11.726,0.488,0.2,0.292,0.275,0.323,0.298,0.446,0.436,0.043,0.126,0.029,0.27,1.339,0.022,2.024,0.355,0.679,1.186,14.695,0.684,1.145,1.18,2.914,124.695,0.78,0.962,1.706,43.377,0,0.029,0.174,4.612,0.6,0.0334,0.7319,0.0058,0.0579,0.0664
MCD,201007,1333937,0.0586,0.055643,0.068778,0.01,0.075864047,23.113,0.214,16.602,16.446,3.223,12.414,0.488,0.2,0.292,0.275,0.323,0.298,0.446,0.436,0.043,0.126,0.029,0.27,1.339,0.022,2.024,0.355,0.679,1.186,14.695,0.684,1.145,1.18,2.914,124.695,0.78,0.962,1.706,43.377,0,0.029,0.174,4.882,0.635,0.0316,0.7323,0.0058,0.0579,0.0664
MCD,201008,1297276,0.055643,0.019847,-0.047449,0.04,0.051190802,23.119,0.205,16.719,16.642,3.298,13.243,0.483,0.203,0.297,0.277,0.323,0.298,0.444,0.435,0.042,0.119,0.03,0.281,1.295,0.019,2.011,0.355,0.676,1.181,15.486,0.657,1.134,1.169,2.238,127.846,0.794,0.978,1.731,47.707,0,0.029,0.174,5.409,0.254,0.0301,0.7254,0.0065,0.0578,0.0662
MCD,201009,1393895,0.019847,0.043752,0.087551,0.01,0.028720977,23.578,0.205,17.05,16.973,3.364,13.506,0.483,0.203,0.297,0.277,0.323,0.298,0.444,0.435,0.042,0.119,0.03,0.281,1.295,0.019,2.011,0.355,0.676,1.181,15.486,0.657,1.134,1.169,2.238,127.846,0.794,0.978,1.731,47.707,0,0.029,0.174,5.516,0.259,0.0295,0.7159,0.0062,0.0579,0.0662
MCD,201010,1110016,0.043752,0.014659,0.036856,0.02,0.049376366,24.609,0.205,17.796,17.715,3.511,14.097,0.483,0.203,0.297,0.277,0.323,0.298,0.444,0.435,0.042,0.119,0.03,0.281,1.295,0.019,2.011,0.355,0.676,1.181,15.486,0.657,1.134,1.169,2.238,127.846,0.794,0.978,1.731,47.707,0,0.029,0.174,5.758,0.271,0.0283,0.7211,0.006,0.0578,0.0663
MCD,201011,1181141,0.014659,-0.019668,-0.00229,0.01,0.029118774,23.703,0.19,17.361,17.285,3.471,13.802,0.479,0.206,0.302,0.285,0.331,0.298,0.442,0.437,0.042,0.123,0.028,0.279,1.276,0.01,2.102,0.355,0.674,1.183,16.016,0.698,1.212,1.248,2.061,129.446,0.795,0.977,1.736,33.753,0,0.029,0.174,5.524,0.285,0.0312,0.7207,0.0059,0.0577,0.0662
MCD,201012,1143079,-0.019668,-0.040255,0.0653,0.01,0.050937989,23.237,0.19,17.02,16.945,3.403,13.53,0.479,0.206,0.302,0.285,0.331,0.298,0.442,0.437,0.042,0.123,0.028,0.279,1.276,0.01,2.102,0.355,0.674,1.183,16.016,0.698,1.212,1.248,2.061,129.446,0.795,0.977,1.736,33.753,0,0.029,0.174,5.416,0.279,0.0318,0.7111,0.0055,0.0579,0.0662
MCD,201101,2340314,-0.040255,0.035564,0.022646,0.01,0.053346002,22.302,0.19,16.335,16.263,3.266,12.986,0.479,0.206,0.302,0.285,0.331,0.298,0.442,0.437,0.042,0.123,0.028,0.279,1.276,0.01,2.102,0.355,0.674,1.183,16.016,0.698,1.212,1.248,2.061,129.446,0.795,0.977,1.736,33.753,0,0.029,0.174,5.198,0.268,0.0331,0.7077,0.0053,0.058,0.0661
MCD,201102,1359030,0.035564,0.005417,0.031957,0.01,0.036865751,20.758,0.197,16.346,16.524,3.28,12.451,0.487,0.205,0.303,0.273,0.316,0.293,0.44,0.44,0.042,0.138,0.025,0.27,1.353,0.001,2.168,0.366,0.663,1.185,15.779,0.816,1.456,1.494,259.1775217,122.507,0.774,0.921,1.645,16.674,0,0.029,0.171,4.945,0.429,0.0322,0.7086,0.0056,0.0579,0.0661
MCD,201103,1433697,0.005417,0.029176,-0.001047,0.01,0.04915232,20.87,0.197,16.434,16.614,3.297,12.518,0.487,0.205,0.303,0.273,0.316,0.293,0.44,0.44,0.042,0.138,0.025,0.27,1.353,0.001,2.168,0.366,0.663,1.185,15.779,0.816,1.456,1.494,260.6951739,122.507,0.774,0.921,1.645,16.674,0,0.029,0.171,4.972,0.431,0.0321,0.709,0.0056,0.0579,0.0661
MCD,201104,979774,0.029176,0.049036,0.028495,0.01,0.030775125,21.365,0.197,16.914,17.098,3.376,12.814,0.487,0.205,0.303,0.273,0.316,0.293,0.44,0.44,0.042,0.138,0.025,0.27,1.353,0.001,2.168,0.366,0.663,1.185,15.779,0.816,1.456,1.494,260.706,122.507,0.774,0.921,1.645,16.674,0,0.029,0.171,5.09,0.444,0.0312,0.7064,0.0058,0.0579,0.066
MCD,201105,1200857,0.049036,0.034094,-0.013501,0.01,0.050527349,22.633,0.2,17.059,17.239,3.443,13.072,0.484,0.206,0.304,0.288,0.334,0.293,0.458,0.439,0.04,0.125,0.027,0.278,1.301,0.043,1.987,0.366,0.654,1.218,16.233,0.651,1.16,1.192,269.814913,128.381,0.793,0.988,1.76,39.199,0,0.029,0.171,5.369,0.498,0.0299,0.6925,0.0058,0.0578,0.0655
MCD,201106,1285266,0.034094,0.025617,-0.018258,0.01,0.049928843,23.405,0.2,17.64,17.827,3.56,13.518,0.484,0.206,0.304,0.288,0.334,0.293,0.458,0.439,0.04,0.125,0.027,0.278,1.301,0.043,1.987,0.366,0.654,1.218,16.233,0.651,1.16,1.192,268.8390435,128.381,0.793,0.988,1.76,39.199,0,0.029,0.171,5.552,0.515,0.0289,0.6913,0.0058,0.0578,0.0655
MCD,201107,1170302,0.025617,0.052498,-0.021474,0.01,0.041628122,24.004,0.2,18.092,18.283,3.651,13.864,0.484,0.206,0.304,0.288,0.334,0.293,0.458,0.439,0.04,0.125,0.027,0.278,1.301,0.043,1.987,0.366,0.654,1.218,16.233,0.651,1.16,1.192,268.5997391,128.381,0.793,0.988,1.76,39.199,0,0.029,0.171,5.694,0.529,0.0282,0.6836,0.0065,0.0574,0.065
MCD,201108,2006999,0.052498,-0.028647,-0.056791,0.01,0.096007079,24.105,0.187,18.082,18.302,3.653,13.586,0.475,0.206,0.304,0.294,0.344,0.293,0.463,0.435,0.04,0.126,0.027,0.281,1.297,0.06,1.908,0.366,0.645,1.22,16.41,0.618,1.108,1.139,0.139,127.753,0.798,1,1.771,51.054,0,0.029,0.171,5.732,1.844,0.027,0.6606,0.0072,0.0575,0.0645
MCD,201109,1657649,-0.028647,0.057276,-0.071762,0.01,0.057390116,23.415,0.187,17.564,17.777,3.548,13.196,0.475,0.206,0.304,0.294,0.344,0.293,0.463,0.435,0.04,0.126,0.027,0.281,1.297,0.06,1.908,0.366,0.645,1.22,16.41,0.618,1.108,1.139,0.139,127.753,0.798,1,1.771,51.054,0,0.029,0.171,5.568,1.791,0.0278,0.6528,0.0074,0.0575,0.0644
MCD,201110,1380811,0.057276,0.036295,0.107723,0.01,0.082714055,24.756,0.187,18.57,18.796,3.751,13.952,0.475,0.206,0.304,0.294,0.344,0.293,0.463,0.435,0.04,0.126,0.027,0.281,1.297,0.06,1.908,0.366,0.645,1.22,16.41,0.618,1.108,1.139,0.139,127.753,0.798,1,1.771,51.054,0,0.029,0.171,5.887,1.894,0.0263,0.6461,0.0075,0.0575,0.0644
MCD,201111,1098771,0.036295,0.050356,-0.005059,0.01,0.038211893,24.422,0.163,18.548,18.729,3.703,13.783,0.473,0.203,0.305,0.295,0.341,0.293,0.477,0.434,0.04,0.122,0.027,0.288,1.282,0.089,1.75,0.366,0.632,1.251,16.668,0.542,0.999,1.027,293.0024348,129.094,0.817,1.041,1.84,243.182,0,0.029,0.171,6.653,2.035,0.0293,0.6383,0.0074,0.0574,0.0641
MCD,201112,1105214,0.050356,-0.012758,0.008533,0.01,0.054420413,25.652,0.163,19.482,19.673,3.889,14.477,0.473,0.203,0.305,0.295,0.341,0.293,0.477,0.434,0.04,0.122,0.027,0.288,1.282,0.089,1.75,0.366,0.632,1.251,16.668,0.542,0.999,1.027,293.0551304,129.094,0.817,1.041,1.84,243.182,0,0.029,0.171,6.988,2.137,0.0279,0.6382,0.0075,0.0574,0.0641
MCD,201201,1203715,-0.012758,0.009389,0.043583,0.01,0.030792529,25.325,0.163,19.233,19.422,3.839,14.292,0.473,0.203,0.305,0.295,0.341,0.293,0.477,0.434,0.04,0.122,0.027,0.288,1.282,0.089,1.75,0.366,0.632,1.251,16.668,0.542,0.999,1.027,293.1561739,129.094,0.817,1.041,1.84,243.182,0,0.029,0.171,6.899,2.11,0.0283,0.6388,0.0076,0.0574,0.0641
MCD,201202,889524,0.009389,-0.011886,0.040589,0.01,0.025282031,23.355,0.154,18.627,18.839,3.744,14.143,0.474,0.204,0.307,0.296,0.347,0.313,0.471,0.457,0.042,0.126,0.027,0.303,1.299,0.029,2.038,0.384,0.618,1.293,16.363,0.666,1.221,1.255,275.1935833,132.243,0.831,1.018,1.877,30.215,0,0.028,0.171,6.427,1.578,0.0282,0.6299,0.0073,0.0573,0.0638
MCD,201203,1364467,-0.011886,-0.006626,0.031332,0.01,0.047196738,23.078,0.154,18.405,18.615,3.7,13.975,0.474,0.204,0.307,0.296,0.347,0.313,0.471,0.457,0.042,0.126,0.027,0.303,1.299,0.029,2.038,0.384,0.618,1.293,16.363,0.666,1.221,1.255,276.3359583,132.243,0.831,1.018,1.877,30.215,0,0.028,0.171,6.35,1.559,0.0285,0.6248,0.0069,0.0572,0.0636
MCD,201204,1323813,-0.006626,-0.076039,-0.007497,0.01,0.049358645,22.871,0.154,18.283,18.491,3.667,13.849,0.474,0.204,0.307,0.296,0.347,0.313,0.471,0.457,0.042,0.126,0.027,0.303,1.299,0.029,2.038,0.384,0.618,1.293,16.363,0.666,1.221,1.255,276.5045833,132.243,0.831,1.018,1.877,30.215,0,0.028,0.171,6.293,1.549,0.0287,0.6243,0.0071,0.0571,0.0635
MCD,201205,1323842,-0.076039,-0.009066,-0.062651,0.01,0.091448399,21.318,0.161,16.483,16.668,3.309,12.557,0.483,0.203,0.308,0.304,0.356,0.313,0.484,0.446,0.04,0.123,0.027,0.294,1.267,0.077,1.787,0.384,0.611,1.292,16.828,0.561,1.029,1.057,0.598,132.056,0.835,1.06,1.914,-273.59,0,0.028,0.171,5.654,1.405,0.0313,0.6294,0.0068,0.0572,0.0637
MCD,201206,1539156,-0.009066,0.009375,0.039555,0.01,0.047215633,21.124,0.161,16.334,16.517,3.279,12.443,0.483,0.203,0.308,0.304,0.356,0.313,0.484,0.446,0.04,0.123,0.027,0.294,1.267,0.077,1.787,0.384,0.611,1.292,16.828,0.561,1.029,1.057,0.598,132.056,0.835,1.06,1.914,-273.59,0,0.028,0.171,5.603,1.393,0.0316,0.6222,0.0068,0.0572,0.0635
MCD,201207,1255004,0.009375,0.009288,0.012598,0.01,0.052820054,21.322,0.161,16.487,16.672,3.309,12.56,0.483,0.203,0.308,0.304,0.356,0.313,0.484,0.446,0.04,0.123,0.027,0.294,1.267,0.077,1.787,0.384,0.611,1.292,16.828,0.561,1.029,1.057,0.598,132.056,0.835,1.06,1.914,-273.59,0,0.028,0.171,5.656,1.406,0.0313,0.6254,0.007,0.0571,0.0635
MCD,201208,1168156,0.009288,0.025254,0.019763,0.01,0.02838306,20.274,0.173,16.603,16.821,3.287,12.763,0.503,0.2,0.306,0.3,0.35,0.313,0.493,0.459,0.04,0.126,0.026,0.288,1.303,0.068,1.784,0.384,0.585,1.338,16.481,0.599,1.08,1.109,0.03,133.052,0.832,1.053,1.946,121.132,0,0.028,0.171,5.844,1.376,0.0313,0.6258,0.007,0.0571,0.0635
MCD,201209,987048,0.025254,-0.053951,0.024236,0.01,0.050790191,20.786,0.173,17.022,17.246,3.37,13.085,0.503,0.2,0.306,0.3,0.35,0.313,0.493,0.459,0.04,0.126,0.026,0.288,1.303,0.068,1.784,0.384,0.585,1.338,16.481,0.599,1.08,1.109,0.03,133.052,0.832,1.053,1.946,121.132,0,0.028,0.171,5.992,1.411,0.0305,0.6289,0.0067,0.0569,0.0634
MCD,201210,1354630,-0.053951,0.011636,-0.019789,0.01,0.085023041,19.664,0.173,16.104,16.316,3.189,12.379,0.503,0.2,0.306,0.3,0.35,0.313,0.493,0.459,0.04,0.126,0.026,0.288,1.303,0.068,1.784,0.384,0.585,1.338,16.481,0.599,1.08,1.109,0.03,133.052,0.832,1.053,1.946,121.132,0,0.028,0.171,5.669,1.335,0.0323,0.6316,0.0066,0.057,0.0635
MCD,201211,1333802,0.011636,0.013442,0.002847,0.01,0.045036765,18.862,0.167,16.209,16.392,3.185,12.664,0.522,0.198,0.303,0.297,0.352,0.313,0.489,0.466,0.039,0.121,0.026,0.296,1.332,0.047,1.849,0.384,0.566,1.343,16.17,0.622,1.133,1.163,275.2347917,135.019,0.822,1.029,1.926,123.802,0,0.028,0.171,5.688,1.457,0.0354,0.6302,0.0067,0.057,0.0635
MCD,201212,1140643,0.013442,0.080263,0.007068,0.01,0.04024487,19.116,0.167,16.426,16.612,3.228,12.834,0.522,0.198,0.303,0.297,0.352,0.313,0.489,0.466,0.039,0.121,0.026,0.296,1.332,0.047,1.849,0.384,0.566,1.343,16.17,0.622,1.133,1.163,275.017875,135.019,0.822,1.029,1.926,123.802,0,0.028,0.171,5.764,1.476,0.0349,0.6193,0.0065,0.0569,0.0631
MCD,201301,1103930,0.080263,0.014482,0.050428,0.01,0.057102529,20.65,0.167,17.745,17.945,3.487,13.864,0.522,0.198,0.303,0.297,0.352,0.313,0.489,0.466,0.039,0.121,0.026,0.296,1.332,0.047,1.849,0.384,0.566,1.343,16.17,0.622,1.133,1.163,274.9560833,135.019,0.822,1.029,1.926,123.802,0,0.028,0.171,6.227,1.595,0.0323,0.6266,0.0061,0.0562,0.0627
MCD,201302,980662,0.014482,0.03952,0.011061,0.01,0.027737226,19.406,0.19,17.726,17.892,3.489,13.805,0.53,0.198,0.303,0.286,0.336,0.324,0.471,0.471,0.041,0.116,0.025,0.279,1.396,0,2.047,0.347,0.562,1.314,15.702,0.686,1.411,1.446,275.076087,128.709,0.806,0.953,1.803,18.148,0,0.029,0.171,5.716,1.903,0.0321,0.6275,0.0064,0.056,0.0625
MCD,201303,927515,0.03952,0.024576,0.035988,0.01,0.046343665,20.172,0.19,18.427,18.599,3.626,14.351,0.53,0.198,0.303,0.286,0.336,0.324,0.471,0.471,0.041,0.116,0.025,0.279,1.396,0,2.047,0.347,0.562,1.314,15.702,0.686,1.411,1.446,277.355087,128.709,0.806,0.953,1.803,18.148,0,0.029,0.171,5.942,1.978,0.0309,0.6275,0.0065,0.056,0.0625
MCD,201304,1022884,0.024576,-0.046994,0.018086,0.01,0.044448796,20.668,0.19,18.88,19.056,3.715,14.703,0.53,0.198,0.303,0.286,0.336,0.324,0.471,0.471,0.041,0.116,0.025,0.279,1.396,0,2.047,0.347,0.562,1.314,15.702,0.686,1.411,1.446,277.2457826,128.709,0.806,0.953,1.803,18.148,0,0.029,0.171,6.088,2.027,0.0302,0.6267,0.0062,0.0557,0.0622
MCD,201305,1320048,-0.046994,0.025163,0.020763,0.01,0.065755411,19.61,0.169,17.752,17.917,3.505,13.792,0.541,0.198,0.301,0.29,0.343,0.324,0.483,0.47,0.039,0.113,0.025,0.29,1.354,0.026,1.978,0.347,0.559,1.339,16.137,0.625,1.224,1.256,271.2307917,136.948,0.809,1.001,1.891,30.463,0,0.029,0.171,5.74,2.113,0.0319,0.6238,0.0057,0.0558,0.0622
MCD,201306,921312,0.025163,-0.009293,-0.014999,0.01,0.033636364,20.104,0.169,18.199,18.367,3.593,14.14,0.541,0.198,0.301,0.29,0.343,0.324,0.483,0.47,0.039,0.113,0.025,0.29,1.354,0.026,1.978,0.347,0.559,1.339,16.137,0.625,1.224,1.256,269.379125,136.948,0.809,1.001,1.891,30.463,0,0.029,0.171,5.885,2.166,0.0311,0.622,0.0059,0.0558,0.0622
MCD,201307,1034892,-0.009293,-0.030078,0.049462,0.01,0.050163132,19.859,0.169,18.029,18.197,3.549,13.968,0.541,0.198,0.301,0.29,0.343,0.324,0.483,0.47,0.039,0.113,0.025,0.29,1.354,0.026,1.978,0.347,0.559,1.339,16.137,0.625,1.224,1.256,269.130375,136.948,0.809,1.001,1.891,30.463,0,0.029,0.171,5.813,2.146,0.0314,0.6219,0.006,0.0556,0.0621
MCD,201308,1064952,-0.030078,0.019606,-0.031298,0.01,0.052458669,18.895,0.17,17.156,17.314,3.394,13.387,0.547,0.199,0.302,0.29,0.342,0.324,0.473,0.469,0.039,0.111,0.025,0.289,1.337,0.01,2.107,0.347,0.577,1.313,16.259,0.648,1.309,1.342,256.054375,138.995,0.807,0.991,1.866,24.291,0,0.029,0.171,5.621,2.292,0.0326,0.6218,0.006,0.0556,0.0621
MCD,201309,840084,0.019606,0.003222,0.029749,0.01,0.043446627,19.265,0.17,17.493,17.653,3.46,13.649,0.547,0.199,0.302,0.29,0.342,0.324,0.473,0.469,0.039,0.111,0.025,0.289,1.337,0.01,2.107,0.347,0.577,1.313,16.259,0.648,1.309,1.342,256.2957083,138.995,0.807,0.991,1.866,24.291,0,0.029,0.171,5.731,2.337,0.032,0.6208,0.0059,0.0556,0.062
MCD,201310,1051864,0.003222,0.017199,0.044596,0.01,0.033671778,19.238,0.17,17.549,17.71,3.455,13.63,0.547,0.199,0.302,0.29,0.342,0.324,0.473,0.469,0.039,0.111,0.025,0.289,1.337,0.01,2.107,0.347,0.577,1.313,16.259,0.648,1.309,1.342,256.2756667,138.995,0.807,0.991,1.866,24.291,0,0.029,0.171,5.723,2.344,0.0319,0.6186,0.0057,0.0556,0.062
MCD,201311,1275090,0.017199,-0.003492,0.028049,0.01,0.020540207,19.218,0.174,17.45,17.576,3.465,13.651,0.552,0.2,0.304,0.292,0.339,0.324,0.467,0.467,0.039,0.115,0.024,0.281,1.323,0,2.176,0.347,0.589,1.292,16.421,0.692,1.382,1.416,249.0810417,138.579,0.802,0.98,1.838,20.592,0,0.029,0.171,5.807,2.507,0.0333,0.6156,0.0055,0.0556,0.0619
MCD,201312,905907,-0.003492,-0.029475,0.023563,0.01,0.030196846,19.151,0.174,17.389,17.514,3.452,13.603,0.552,0.2,0.304,0.292,0.339,0.324,0.467,0.467,0.039,0.115,0.024,0.281,1.323,0,2.176,0.347,0.589,1.292,16.421,0.692,1.382,1.416,249.3152083,138.579,0.802,0.98,1.838,20.592,0,0.029,0.171,5.786,2.498,0.0334,0.6149,0.0055,0.0556,0.0619
MCD,201401,1159356,-0.029475,0.019008,-0.035583,0.01,0.035998726,18.586,0.174,16.876,16.998,3.351,13.202,0.552,0.2,0.304,0.292,0.339,0.324,0.467,0.467,0.039,0.115,0.024,0.281,1.323,0,2.176,0.347,0.589,1.292,16.421,0.692,1.382,1.416,249.39975,138.579,0.802,0.98,1.838,20.592,0,0.029,0.171,5.616,2.425,0.0344,0.6161,0.0055,0.0556,0.0619
MCD,201402,946450,0.019008,0.030268,0.043117,0.01,0.037834997,18.077,0.184,17.021,17.144,3.351,13.227,0.558,0.199,0.303,0.278,0.324,0.319,0.469,0.469,0.039,0.136,0.024,0.261,1.411,0,2.246,0.345,0.603,1.288,15.849,0.883,1.554,1.593,266.772,127.989,0.781,0.933,1.756,14.949,0,0.029,0.172,5.334,2.531,0.0341,0.6152,0.0053,0.0556,0.0619
MCD,201403,1199485,0.030268,0.034173,0.006932,0.01,0.045496277,18.625,0.184,17.537,17.663,3.453,13.628,0.558,0.199,0.303,0.278,0.324,0.319,0.469,0.469,0.039,0.136,0.024,0.261,1.411,0,2.246,0.345,0.603,1.288,15.849,0.883,1.554,1.593,268.5123478,127.989,0.781,0.933,1.756,14.949,0,0.029,0.172,5.496,2.608,0.0331,0.6144,0.0053,0.0556,0.0619
MCD,201404,1148749,0.034173,0.008483,0.006201,0.01,0.044288814,19.243,0.184,18.136,18.267,3.567,14.08,0.558,0.199,0.303,0.278,0.324,0.319,0.469,0.469,0.039,0.136,0.024,0.261,1.411,0,2.246,0.345,0.603,1.288,15.849,0.883,1.554,1.593,268.467913,127.989,0.781,0.933,1.756,14.949,0,0.029,0.172,5.678,2.697,0.032,0.608,0.0058,0.0554,0.0616
MCD,201405,865380,0.008483,-0.006803,0.02103,0.01,0.025436261,19.415,0.183,18.276,18.408,3.555,13.657,0.57,0.196,0.302,0.288,0.325,0.319,0.468,0.467,0.039,0.129,0.023,0.267,1.355,0.002,2.277,0.345,0.624,1.288,16.107,0.804,1.458,1.493,233.367125,138.967,0.789,0.962,1.805,17.753,0,0.029,0.172,5.653,3.429,0.0319,0.6074,0.0057,0.0554,0.0616
MCD,201406,871016,-0.006803,-0.061346,0.019058,0.01,0.026702402,19.283,0.183,18.151,18.283,3.531,13.564,0.57,0.196,0.302,0.288,0.325,0.319,0.468,0.467,0.039,0.129,0.023,0.267,1.355,0.002,2.277,0.345,0.624,1.288,16.107,0.804,1.458,1.493,231.9082917,138.967,0.789,0.962,1.805,17.753,0,0.029,0.172,5.614,3.406,0.0322,0.6061,0.0057,0.0554,0.0616
MCD,201407,1169437,-0.061346,-0.000317,-0.01508,0.01,0.068845178,18.1,0.183,17.038,17.162,3.314,12.732,0.57,0.196,0.302,0.288,0.325,0.319,0.468,0.467,0.039,0.129,0.023,0.267,1.355,0.002,2.277,0.345,0.624,1.288,16.107,0.804,1.458,1.493,231.7204167,138.967,0.789,0.962,1.805,17.753,0,0.029,0.172,5.27,3.197,0.0343,0.6099,0.0053,0.0554,0.0617
MCD,201408,1039243,-0.000317,0.01163,0.037655,0.01,0.014297909,17.607,0.179,16.856,16.948,3.252,12.575,0.576,0.195,0.301,0.284,0.32,0.319,0.476,0.47,0.038,0.142,0.022,0.25,1.403,0.011,2.171,0.345,0.624,1.305,15.858,0.872,1.489,1.523,230.7065417,138.577,0.774,0.945,1.783,16.058,0,0.029,0.172,5.191,4.382,0.0346,0.6066,0.0051,0.0554,0.0616
MCD,201409,1458827,0.01163,-0.011391,-0.015514,0.01,0.054108216,17.811,0.179,17.052,17.145,3.29,12.721,0.576,0.195,0.301,0.284,0.32,0.319,0.476,0.47,0.038,0.142,0.022,0.25,1.403,0.011,2.171,0.345,0.624,1.305,15.858,0.872,1.489,1.523,230.7345417,138.577,0.774,0.945,1.783,16.058,0,0.029,0.172,5.251,4.433,0.0342,0.605,0.0054,0.0554,0.0616
MCD,201410,1368320,-0.011391,0.041929,0.023201,0.02,0.052811266,17.608,0.179,16.858,16.949,3.252,12.576,0.576,0.195,0.301,0.284,0.32,0.319,0.476,0.47,0.038,0.142,0.022,0.25,1.403,0.011,2.171,0.345,0.624,1.305,15.858,0.872,1.489,1.523,230.759625,138.577,0.774,0.945,1.783,16.058,0,0.029,0.172,5.191,4.382,0.0346,0.6023,0.0049,0.0551,0.0613
MCD,201411,896739,0.041929,-0.032125,0.024534,0.01,0.036773061,17.899,0.164,17.475,19.02,3.369,13.269,0.633,0.181,0.296,0.271,0.29,0.319,0.491,0.481,0.038,0.147,0.021,0.241,1.478,0.021,2.052,0.345,0.617,1.37,14.871,0.899,1.486,1.518,227.5888333,139.967,0.762,0.938,1.806,15.604,0,0.029,0.172,6.219,44.353,0.0351,0.6043,0.0049,0.0551,0.0613
